RowID,OrderID,ProductID,Sales,Quantity,Profit
11536,ES-2012-3791638,OFF-LA-10000648,59,9,23
11534,ES-2012-3791638,OFF-SU-10001657,113,3,54
18752,ES-2012-2431083,OFF-EN-10002410,79,3,39
11183,ES-2012-4959766,OFF-BI-10000308,95,7,30
10689,ES-2012-2506839,OFF-AR-10000703,70,4,29
10690,ES-2012-2506839,OFF-BI-10001249,35,5,18
10691,ES-2012-2506839,OFF-FA-10002895,52,5,11
19872,IT-2012-1609351,OFF-PA-10003455,225,5,67
15919,ES-2012-3798841,OFF-AR-10001291,207,4,77
19134,ES-2012-3876322,OFF-BI-10000282,51,3,1
14736,ES-2012-1335715,OFF-AR-10003651,80,7,18
14734,ES-2012-1335715,OFF-BI-10004448,45,3,4
20125,ES-2012-2926191,OFF-AR-10002902,322,6,0
18119,ES-2012-4329367,OFF-FA-10004665,52,4,1
18442,ES-2012-1705014,OFF-SU-10000087,89,6,12
18049,ES-2012-5206109,OFF-BI-10002040,123,4,34
18051,ES-2012-5206109,OFF-SU-10002357,124,3,33
18132,ES-2013-4494295,OFF-FA-10001551,38,3,12
16855,ES-2013-4241023,OFF-PA-10003868,338,7,13
15614,ES-2013-1162185,OFF-PA-10003796,141,8,28
10530,ES-2013-2121455,OFF-BI-10003068,159,3,73
16056,ES-2013-1183139,OFF-SU-10001578,385,8,35
11872,ES-2013-5239932,OFF-AR-10003384,70,4,6
11043,ES-2013-3508441,OFF-FA-10004344,44,4,7
10726,ES-2013-1486678,OFF-AR-10001626,57,4,6
14623,ES-2013-2003988,OFF-AR-10003651,81,3,41
14625,ES-2013-2003988,OFF-LA-10000648,26,4,10
16781,ES-2013-2309313,OFF-EN-10000271,72,3,19
17151,ES-2013-4100927,OFF-EN-10004970,95,4,11
10746,ES-2013-4670822,OFF-PA-10001686,204,12,77
19198,ES-2013-3467296,OFF-BI-10001055,24,4,7
19196,ES-2013-3467296,OFF-EN-10001449,180,6,88
19199,ES-2013-3467296,OFF-PA-10003510,112,5,49
19194,ES-2013-3467296,OFF-PA-10000908,105,4,21
16007,ES-2013-4117792,OFF-AR-10002447,190,4,36
16752,ES-2013-4649089,OFF-AR-10000066,33,3,8
10824,ES-2013-3291561,OFF-AR-10002640,71,5,1
16549,ES-2013-3949502,OFF-AR-10001578,155,6,54
16547,ES-2013-3949502,OFF-AR-10002783,125,5,8
15631,ES-2014-3085420,OFF-SU-10003234,276,7,135
18732,ES-2014-4245910,OFF-BI-10003320,17,3,7
11259,ES-2014-4613373,OFF-AR-10002165,199,4,0
11908,IT-2014-1950119,OFF-SU-10000782,222,5,64
14583,ES-2014-4710352,OFF-BI-10002986,137,12,49
10958,ES-2014-2013796,OFF-BI-10001544,16,4,2
11548,ES-2014-4856325,OFF-SU-10002094,118,4,48
11231,ES-2014-2598901,OFF-AR-10000176,114,6,41
13740,ES-2014-4794612,OFF-BI-10004801,263,5,63
12275,ES-2014-3078855,OFF-AR-10004739,378,7,128
16702,ES-2014-3936194,OFF-AR-10001714,76,3,21
16401,ES-2014-5247585,OFF-AR-10003633,155,3,26
16400,ES-2014-5247585,OFF-BI-10002354,44,3,14
16399,ES-2014-5247585,OFF-SU-10001791,158,5,32
20111,ES-2014-1331794,OFF-BI-10001249,42,6,21
20110,ES-2014-1331794,OFF-EN-10004491,77,3,33
20129,ES-2014-5335914,OFF-AR-10001228,76,3,25
20132,ES-2014-5335914,OFF-FA-10002964,56,3,9
20130,ES-2014-5335914,OFF-LA-10000425,76,7,8
20133,ES-2014-5335914,OFF-SU-10001351,75,3,9
20065,ES-2014-2214786,OFF-AR-10002454,327,6,157
18698,ES-2014-1928209,OFF-BI-10004628,92,6,4
14390,ES-2014-1913133,OFF-BI-10000323,110,4,31
16818,ES-2014-4309042,OFF-PA-10001722,71,3,19
16750,ES-2014-3977451,OFF-SU-10002379,82,3,3
11038,ES-2014-1158805,OFF-LA-10003295,89,7,45
11042,ES-2014-1158805,OFF-SU-10001791,253,8,50
10510,ES-2014-3019536,OFF-EN-10003049,37,3,14
12529,ES-2011-1416586,OFF-AR-10000505,147,12,0
1355,MX-2011-164917,OFF-SU-10002032,50,3,16
19086,ES-2011-5532122,OFF-FA-10001097,80,7,1
7128,MX-2011-137120,OFF-LA-10003503,24,4,6
7127,MX-2011-137120,OFF-ST-10000035,47,3,1
10565,ES-2011-2720769,OFF-AR-10002805,194,4,84
12349,ES-2011-2677554,OFF-BI-10002459,251,5,52
12350,ES-2011-2677554,OFF-SU-10004627,144,4,32
5511,MX-2011-125843,OFF-AR-10003766,163,5,55
5510,MX-2011-125843,OFF-ST-10004432,53,3,14
1930,MX-2011-143168,OFF-LA-10002295,29,4,13
1931,MX-2011-143168,OFF-PA-10000947,119,13,7
16039,ES-2011-2272875,OFF-BI-10003708,52,4,20
16043,ES-2011-2272875,OFF-BI-10003320,51,9,21
16037,ES-2011-2272875,OFF-ST-10000020,79,3,32
16041,ES-2011-2272875,OFF-SU-10001137,89,4,28
3898,MX-2012-131058,OFF-EN-10003850,57,7,28
15849,ES-2012-1363320,OFF-BI-10000440,50,5,23
6738,MX-2012-113817,OFF-FA-10000713,37,3,5
3070,MX-2012-103618,OFF-EN-10003529,35,3,9
4808,MX-2012-169600,OFF-BI-10001304,58,3,0
2975,MX-2012-100370,OFF-EN-10002348,98,7,6
2976,MX-2012-100370,OFF-LA-10000236,27,3,0
15491,ES-2012-5776825,OFF-AR-10002382,162,6,74
15490,ES-2012-5776825,OFF-BI-10003320,34,6,14
508,MX-2012-122329,OFF-EN-10002710,103,3,8
13412,ES-2012-2088434,OFF-FA-10000487,42,3,12
10622,ES-2012-5259635,OFF-BI-10000542,147,5,31
5116,MX-2013-149510,OFF-LA-10004182,26,3,12
15170,ES-2013-3098610,OFF-AR-10000124,89,5,7
19955,ES-2013-4495074,OFF-EN-10002015,125,5,6
19956,ES-2013-4495074,OFF-LA-10004753,19,3,9
19865,ES-2013-2195633,OFF-LA-10000039,54,6,8
4509,MX-2013-153150,OFF-BI-10001324,60,3,5
4508,MX-2013-153150,OFF-ST-10000718,123,7,28
18775,ES-2013-1268416,OFF-SU-10002337,167,4,8
17618,ES-2013-3149063,OFF-AR-10004492,269,5,21
17620,ES-2013-3149063,OFF-AR-10002805,194,4,84
14262,ES-2013-2235456,OFF-AR-10000184,193,6,96
8548,MX-2013-123015,OFF-SU-10002189,99,3,49
13333,ES-2013-2483088,OFF-BI-10000620,58,9,15
19272,ES-2013-1950200,OFF-BI-10000844,27,6,14
19271,ES-2013-1950200,OFF-LA-10003084,72,8,24
17058,IT-2013-3447288,OFF-SU-10002544,94,3,21
18221,ES-2013-2371724,OFF-BI-10001384,97,7,36
19565,IT-2013-5108540,OFF-AR-10000751,101,5,26
8827,MX-2013-161109,OFF-AP-10004569,229,5,46
14950,ES-2013-1211534,OFF-BI-10004644,46,6,21
14953,ES-2013-1211534,OFF-LA-10003827,68,5,24
9072,MX-2013-137456,OFF-LA-10004777,48,6,15
3682,MX-2013-148341,OFF-FA-10003891,29,3,1
2471,MX-2013-143931,OFF-BI-10002414,21,3,2
9542,MX-2013-145744,OFF-SU-10000925,118,5,8
14814,IT-2013-3098328,OFF-SU-10003758,116,5,56
3343,MX-2013-102470,OFF-SU-10001421,206,6,54
15095,ES-2013-5237504,OFF-AR-10001068,245,5,122
6848,MX-2013-133270,OFF-BI-10004080,131,7,0
6849,MX-2013-133270,OFF-BI-10004624,97,10,7
6850,MX-2013-133270,OFF-FA-10000700,45,5,2
8596,MX-2013-120327,OFF-SU-10003474,97,4,19
4835,MX-2014-166688,OFF-SU-10000130,29,3,8
11278,ES-2014-3898009,OFF-AR-10001720,346,7,55
4562,MX-2014-109757,OFF-AP-10002223,206,8,51
13051,ES-2014-3421274,OFF-SU-10003511,54,4,12
15068,IT-2014-4642454,OFF-LA-10003283,41,5,6
15368,ES-2014-4673578,OFF-AR-10000444,95,5,38
15372,ES-2014-4673578,OFF-BI-10002354,58,4,19
15369,ES-2014-4673578,OFF-PA-10004069,63,3,9
1827,MX-2014-130470,OFF-EN-10002372,60,3,20
1833,MX-2014-130470,OFF-PA-10001170,93,3,12
7229,MX-2014-122427,OFF-ST-10000560,193,5,40
1822,MX-2014-108469,OFF-LA-10000276,19,3,6
17653,ES-2014-1194421,OFF-FA-10001783,50,3,24
5219,MX-2014-130120,OFF-ST-10004800,35,3,8
5897,MX-2014-140613,OFF-AR-10000812,35,4,4
5895,MX-2014-140613,OFF-ST-10000557,44,4,5
14154,ES-2014-1359331,OFF-AR-10000467,74,3,29
14151,ES-2014-1359331,OFF-ST-10000095,689,5,90
323,MX-2014-165568,OFF-LA-10001800,38,5,3
4114,MX-2014-165771,OFF-SU-10003137,66,4,15
19140,ES-2014-5117456,OFF-FA-10001097,46,4,0
5149,MX-2014-102043,OFF-LA-10000897,19,4,9
17247,ES-2014-5621218,OFF-BI-10003999,12,3,1
17246,ES-2014-5621218,OFF-SU-10004911,300,6,150
7062,MX-2014-157637,OFF-BI-10002075,12,3,3
11273,ES-2014-5625908,OFF-AR-10000751,60,3,16
11275,ES-2014-5625908,OFF-AR-10000409,152,3,20
11276,ES-2014-5625908,OFF-BI-10003058,40,3,16
7181,MX-2014-115707,OFF-FA-10003496,32,4,4
9428,MX-2014-149951,OFF-EN-10004190,135,5,45
611,MX-2014-134733,OFF-AR-10002583,129,7,10
318,MX-2014-164112,OFF-AP-10003043,303,5,42
319,MX-2014-164112,OFF-SU-10004446,54,5,13
14245,ES-2014-4325220,OFF-PA-10001686,85,5,32
17240,ES-2014-4039189,OFF-EN-10002008,185,5,42
19962,ES-2014-2544561,OFF-BI-10001058,356,7,164
19960,ES-2014-2544561,OFF-LA-10000700,34,3,5
7327,MX-2014-144029,OFF-LA-10002609,79,9,9
4408,MX-2014-135790,OFF-FA-10004265,45,6,11
7201,MX-2014-141712,OFF-PA-10003640,120,4,30
11644,ES-2011-3666932,OFF-BI-10004195,145,3,44
45884,SF-2011-2290,OFF-SAN-10001128,45,4,10
23290,IN-2011-31496,OFF-PA-10000070,79,3,25
29672,IN-2011-22662,OFF-FA-10003318,58,3,5
48781,SF-2011-6380,OFF-SME-10000746,2785,14,780
50353,CG-2011-6540,OFF-STO-10000347,98,6,34
9168,MX-2011-143336,OFF-FA-10004258,56,6,24
11563,ES-2011-5879155,OFF-AR-10000727,149,3,36
13572,IT-2011-3316894,OFF-EN-10003936,123,5,54
19765,ES-2011-4864498,OFF-AR-10000124,54,3,4
19763,ES-2011-4864498,OFF-AR-10000307,97,4,39
43581,RS-2011-8340,OFF-BIC-10002722,70,4,29
43580,RS-2011-8340,OFF-KRA-10002789,96,4,26
22110,IN-2011-74490,OFF-BI-10004868,18,3,1
22106,IN-2011-74490,OFF-EN-10003413,200,4,58
22111,IN-2011-74490,OFF-PA-10002520,145,3,71
50780,NG-2011-9540,OFF-BOS-10002558,181,6,29
45372,QA-2011-3520,OFF-SAN-10004881,163,6,81
30320,IN-2011-86782,OFF-LA-10000438,65,6,33
8136,MX-2011-105494,OFF-AR-10003336,90,5,32
29315,IN-2011-50585,OFF-ST-10004496,99,6,3
7695,MX-2011-157049,OFF-AP-10002822,284,5,122
21558,IN-2011-46581,OFF-EN-10004424,191,4,29
27117,IN-2011-76163,OFF-BI-10004120,96,3,23
27116,IN-2011-76163,OFF-PA-10000579,79,3,28
27118,IN-2011-76163,OFF-ST-10003334,380,8,68
28453,IN-2011-44369,OFF-BI-10004651,148,3,68
28454,IN-2011-44369,OFF-EN-10002140,165,9,53
19015,ES-2011-1656997,OFF-BI-10003999,12,3,1
27415,IN-2011-73244,OFF-SU-10000649,107,3,1
44387,PL-2011-1120,OFF-GRE-10004796,187,6,43
20730,IN-2011-22585,OFF-ST-10004583,145,3,7
26179,IN-2011-77479,OFF-LA-10001191,34,4,13
8442,MX-2011-154536,OFF-PA-10001164,111,7,52
50568,MA-2011-4210,OFF-FEL-10001343,75,4,34
44060,IZ-2011-5300,OFF-ACC-10002220,204,4,59
44059,IZ-2011-5300,OFF-ELD-10002207,136,8,64
44061,IZ-2011-5300,OFF-STI-10004202,138,6,30
8637,MX-2011-120397,OFF-EN-10000532,19,3,9
2360,MX-2011-102127,OFF-BI-10003579,167,9,58
9437,MX-2011-162488,OFF-AP-10004515,171,6,70
9438,MX-2011-162488,OFF-FA-10000563,24,3,10
5203,MX-2011-100587,OFF-BI-10000280,28,6,0
5211,MX-2011-100587,OFF-BI-10002523,26,6,5
5204,MX-2011-100587,OFF-LA-10003422,60,7,29
7661,MX-2011-128104,OFF-BI-10002126,12,3,2
7660,MX-2011-128104,OFF-FA-10000467,37,4,12
12533,ES-2011-4366058,OFF-AR-10000833,90,3,21
19541,ES-2011-1941756,OFF-LA-10003210,44,5,14
9198,MX-2011-152401,OFF-BI-10000765,16,4,3
9197,MX-2011-152401,OFF-ST-10003800,60,3,19
27194,IN-2011-15165,OFF-SU-10001618,143,5,52
48321,SA-2011-1130,OFF-STA-10000298,594,12,95
48320,SA-2011-1130,OFF-AVE-10004556,29,6,12
50553,EG-2011-4410,OFF-ACC-10004538,82,6,24
6285,MX-2011-135573,OFF-LA-10002199,22,4,7
6287,MX-2011-135573,OFF-PA-10004027,269,9,124
18478,ES-2011-4753806,OFF-AR-10000502,77,4,18
18479,ES-2011-4753806,OFF-BI-10003774,212,7,97
18482,ES-2011-4753806,OFF-SU-10003267,177,7,46
46115,IR-2011-2130,OFF-SAN-10002484,202,4,59
24602,IN-2011-50445,OFF-BI-10000340,145,3,14
47973,UP-2011-3180,OFF-SME-10001667,72,6,3
12935,ES-2011-5338028,OFF-AR-10001759,234,5,110
12934,ES-2011-5338028,OFF-BI-10002511,137,5,18
12933,ES-2011-5338028,OFF-BI-10003899,198,7,0
13118,ES-2011-2371090,OFF-FA-10003462,42,4,12
29556,IN-2012-54722,OFF-ST-10004837,640,5,38
43371,EG-2012-1430,OFF-KLE-10000527,89,4,28
24723,IN-2012-54358,OFF-BI-10000854,40,3,6
24724,IN-2012-54358,OFF-SU-10003221,231,5,14
29014,IN-2012-33218,OFF-FA-10002539,65,4,9
3278,MX-2012-126928,OFF-BI-10001254,98,3,22
3277,MX-2012-126928,OFF-FA-10003659,23,3,0
29143,IN-2012-77822,OFF-BI-10001326,43,3,11
24190,IN-2012-53042,OFF-LA-10002875,71,8,22
3455,MX-2012-150133,OFF-BI-10000827,93,9,25
23418,IN-2012-44278,OFF-BI-10002364,50,3,13
48209,MO-2012-2550,OFF-AME-10002376,188,8,71
30531,IN-2012-86635,OFF-LA-10003551,36,4,18
25244,IN-2012-24230,OFF-PA-10002047,210,4,25
11359,ES-2012-5681163,OFF-AR-10001216,117,4,6
11360,ES-2012-5681163,OFF-FA-10000429,43,3,9
20414,IN-2012-33288,OFF-LA-10001292,20,3,10
20416,IN-2012-33288,OFF-ST-10004015,145,3,71
29028,IN-2012-31461,OFF-SU-10003629,82,3,32
24046,IN-2012-74364,OFF-EN-10003537,137,5,41
41679,CM-2012-5000,OFF-CAR-10001428,30,4,14
26521,IN-2012-78886,OFF-EN-10003508,75,3,35
26517,IN-2012-78886,OFF-SU-10001308,195,5,33
42585,EG-2012-730,OFF-BIN-10000711,101,4,27
4612,MX-2012-161998,OFF-LA-10000190,24,5,7
28314,IN-2012-60287,OFF-EN-10004422,63,3,18
7644,MX-2012-123561,OFF-EN-10004518,249,10,80
7643,MX-2012-123561,OFF-PA-10002237,66,5,32
163,MX-2012-133375,OFF-AR-10001192,210,6,76
162,MX-2012-133375,OFF-ST-10004368,255,7,99
14802,ES-2012-5053715,OFF-BI-10004801,316,6,76
14806,ES-2012-5053715,OFF-LA-10002225,59,5,28
14805,ES-2012-5053715,OFF-ST-10004482,188,3,56
14803,ES-2012-5053715,OFF-SU-10001813,46,3,1
9193,MX-2012-154970,OFF-ST-10002873,179,10,55
3049,MX-2012-149139,OFF-EN-10003175,54,3,8
19068,ES-2012-2890249,OFF-LA-10004058,68,6,12
48556,GH-2012-2460,OFF-TEN-10000894,140,6,29
19295,ES-2012-1216394,OFF-LA-10004753,25,4,12
24525,IN-2012-64872,OFF-EN-10002035,264,7,42
2335,MX-2012-124611,OFF-EN-10003832,61,5,7
2334,MX-2012-124611,OFF-EN-10003425,74,3,35
794,MX-2012-100034,OFF-BI-10004632,75,4,6
5808,MX-2012-145940,OFF-AR-10002096,85,5,6
5807,MX-2012-145940,OFF-PA-10004849,56,3,6
28030,IN-2012-63255,OFF-PA-10000302,84,3,31
28553,IN-2012-13919,OFF-AR-10004218,232,8,49
28554,IN-2012-13919,OFF-FA-10003833,57,4,4
46866,MO-2012-5940,OFF-FEL-10001630,831,4,366
3948,MX-2012-149454,OFF-LA-10002650,26,4,10
8303,MX-2012-161473,OFF-PA-10002464,62,3,5
22280,IN-2012-18434,OFF-BI-10001399,32,3,5
6430,MX-2012-145611,OFF-SU-10001080,101,5,42
12419,ES-2012-4319979,OFF-AP-10003334,236,6,47
28580,IN-2012-17748,OFF-SU-10001689,158,4,3
19456,ES-2012-4574908,OFF-PA-10004589,94,3,21
23950,IN-2012-50935,OFF-EN-10004755,164,8,44
23949,IN-2012-50935,OFF-FA-10001925,41,4,10
4133,MX-2012-130015,OFF-ST-10000718,70,4,16
10395,ES-2012-1530191,OFF-BI-10004903,25,3,7
1086,MX-2012-119487,OFF-EN-10003898,87,7,1
11688,ES-2012-1835271,OFF-PA-10002652,239,9,0
19803,ES-2012-2006883,OFF-ST-10004367,185,3,55
8302,MX-2012-101539,OFF-BI-10000280,47,10,0
5939,MX-2012-161704,OFF-ST-10001326,182,5,47
1331,MX-2012-113341,OFF-EN-10003472,40,5,5
8819,MX-2012-142174,OFF-AR-10001738,241,7,94
8605,MX-2012-114902,OFF-BI-10001183,164,9,11
8604,MX-2012-114902,OFF-EN-10000315,51,3,23
49076,CA-2013-1140,OFF-GRE-10001059,178,6,75
18339,ES-2013-5506373,OFF-AP-10004201,2070,4,414
3477,MX-2013-156454,OFF-PA-10000752,105,6,43
18584,ES-2013-4688767,OFF-BI-10004554,19,3,1
3011,MX-2013-124807,OFF-FA-10000467,55,6,18
7340,MX-2013-137463,OFF-BI-10002455,84,4,13
8009,MX-2013-157868,OFF-AP-10001776,2456,7,786
950,MX-2013-168354,OFF-BI-10004195,40,4,3
48509,CD-2013-4900,OFF-SME-10000538,1289,10,90
49442,KE-2013-2790,OFF-BIC-10001823,660,12,231
14886,ES-2013-2849768,OFF-PA-10002371,112,4,40
13528,ES-2013-2860574,OFF-AP-10003590,5274,10,1898
19891,ES-2013-5388599,OFF-FA-10004424,56,3,9
19890,ES-2013-5388599,OFF-ST-10002151,41,4,11
29461,IN-2013-70178,OFF-BI-10001645,259,5,26
23912,IN-2013-38720,OFF-ST-10004837,640,5,38
43809,EG-2013-8810,OFF-GRE-10002738,194,4,60
43807,EG-2013-8810,OFF-STI-10002040,198,12,81
43669,BU-2013-3730,OFF-OIC-10003366,115,10,47
1983,MX-2013-121776,OFF-EN-10004909,40,3,18
1982,MX-2013-121776,OFF-ST-10004330,58,5,27
31066,IN-2013-84584,OFF-EN-10004469,99,4,1
24338,IN-2013-72740,OFF-AP-10001305,900,3,324
24336,IN-2013-72740,OFF-FA-10002388,108,9,5
3847,MX-2013-140319,OFF-AP-10002998,1448,7,318
3848,MX-2013-140319,OFF-PA-10002328,36,4,2
2565,MX-2013-167080,OFF-BI-10002075,16,4,5
29150,IN-2013-15102,OFF-AP-10001621,271,4,62
26752,IN-2013-78711,OFF-AP-10002017,201,3,36
50457,CA-2013-3370,OFF-ACC-10000307,32,4,13
47798,DJ-2013-7120,OFF-FEL-10001541,826,4,372
2352,MX-2013-162453,OFF-BI-10004177,118,6,51
2353,MX-2013-162453,OFF-EN-10002186,53,3,5
46872,IZ-2013-680,OFF-WIL-10003532,196,4,70
4919,MX-2013-108385,OFF-FA-10003885,33,3,9
4917,MX-2013-108385,OFF-LA-10000713,21,4,7
4918,MX-2013-108385,OFF-PA-10001495,35,4,2
43115,EG-2013-3220,OFF-STO-10001671,31,4,11
8775,MX-2013-145681,OFF-SU-10001682,53,3,4
20637,IN-2013-34835,OFF-LA-10000624,54,6,20
28862,IN-2013-35017,OFF-EN-10004418,44,5,6
24393,IN-2013-19624,OFF-PA-10004946,170,5,37
15191,ES-2013-4998717,OFF-LA-10003210,70,8,22
13711,ES-2013-2355379,OFF-BI-10001685,33,5,9
13712,ES-2013-2355379,OFF-SU-10003758,116,5,56
17665,ES-2013-4255605,OFF-AR-10000659,242,8,82
6383,MX-2013-132045,OFF-BI-10003883,30,3,9
6384,MX-2013-132045,OFF-ST-10004835,273,3,14
50304,SF-2013-8510,OFF-STA-10001791,107,6,36
51246,MO-2013-5330,OFF-BIN-10000327,273,10,46
5348,MX-2013-129924,OFF-AR-10000185,71,8,1
5347,MX-2013-129924,OFF-LA-10003140,26,6,9
25091,IN-2013-63542,OFF-PA-10000579,184,7,64
25090,IN-2013-63542,OFF-ST-10004947,689,5,55
25089,IN-2013-63542,OFF-ST-10000103,995,5,139
48341,RS-2013-1610,OFF-ELI-10001904,96,4,13
10352,ES-2013-4122424,OFF-AR-10001230,191,7,32
50775,MO-2013-2310,OFF-NOV-10002952,25,4,12
6576,MX-2013-164154,OFF-PA-10002295,98,3,35
16776,ES-2013-2058218,OFF-EN-10003431,349,7,35
45528,MO-2013-1730,OFF-SME-10000335,59,6,10
2869,MX-2013-145898,OFF-BI-10003112,36,4,15
20188,ES-2013-5504072,OFF-BI-10000844,18,4,9
20187,ES-2013-5504072,OFF-EN-10000890,52,3,18
27553,IN-2013-58915,OFF-PA-10003115,114,4,46
14864,ES-2013-4054650,OFF-AR-10001759,187,4,88
42022,NG-2013-1440,OFF-STO-10004503,80,6,33
42016,NG-2013-1440,OFF-FEL-10001865,1091,8,229
28562,IN-2013-63815,OFF-BI-10001645,155,3,15
44332,CA-2013-4740,OFF-EAT-10000820,132,6,61
17014,ES-2013-1408978,OFF-BI-10004924,115,4,52
17013,ES-2013-1408978,OFF-BI-10004903,25,3,7
13766,ES-2013-4434786,OFF-AR-10000785,156,3,23
20483,ID-2013-12624,OFF-PA-10003744,54,3,17
16210,ES-2013-3845157,OFF-AR-10000266,83,3,7
48754,EZ-2013-2680,OFF-STA-10001112,90,4,0
44483,ZA-2013-9740,OFF-JIF-10003976,244,6,122
16045,IT-2013-3050624,OFF-ST-10002271,428,7,133
8098,MX-2013-158064,OFF-AP-10002998,1034,5,228
8097,MX-2013-158064,OFF-ST-10004930,181,5,36
2518,MX-2013-100573,OFF-LA-10000190,14,3,4
8871,MX-2013-151764,OFF-AR-10001812,49,3,23
2310,MX-2013-163328,OFF-SU-10004480,86,4,37
13770,ES-2013-4636934,OFF-AR-10004881,267,6,88
13772,ES-2013-4636934,OFF-LA-10002651,13,3,3
13771,ES-2013-4636934,OFF-ST-10001858,328,6,82
7504,MX-2013-142405,OFF-SU-10001923,96,5,25
3661,MX-2013-161018,OFF-AP-10002223,103,4,26
48760,SF-2013-70,OFF-SAN-10004288,273,6,8
28258,IN-2013-65677,OFF-AP-10002371,395,4,170
16353,ES-2013-5085939,OFF-EN-10002104,417,10,16
15793,ES-2013-4511365,OFF-BI-10003708,43,3,9
44266,AO-2013-4310,OFF-HON-10000934,65,6,12
23557,IN-2013-60308,OFF-LA-10000615,75,7,18
4980,MX-2013-127012,OFF-EN-10003332,151,5,51
12586,ES-2013-3059419,OFF-PA-10002356,40,3,18
27482,IN-2013-73342,OFF-SU-10000283,85,3,14
30761,IN-2013-82260,OFF-EN-10000378,149,4,6
30762,IN-2013-82260,OFF-FA-10001115,48,4,2
45616,MO-2013-8630,OFF-HOO-10001881,2266,4,113
10329,ES-2013-4020783,OFF-AR-10001228,76,3,25
7544,MX-2013-109750,OFF-FA-10004374,28,3,14
17998,ES-2013-2571754,OFF-LA-10004929,62,5,15
16516,ES-2013-1883688,OFF-BI-10000323,82,3,23
5589,MX-2013-107006,OFF-ST-10000423,164,4,18
3255,MX-2013-150238,OFF-AR-10004373,59,3,21
3253,MX-2013-150238,OFF-EN-10004470,19,3,7
27608,IN-2013-58012,OFF-AR-10001770,82,3,34
29019,IN-2013-22389,OFF-SU-10002152,133,3,3
19001,ES-2013-2048769,OFF-BI-10003320,34,6,14
8158,MX-2013-145275,OFF-EN-10003577,124,6,10
8153,MX-2013-145275,OFF-LA-10004777,40,5,12
8157,MX-2013-145275,OFF-SU-10001868,114,5,19
31269,IN-2013-80818,OFF-BI-10002775,26,4,3
11605,IT-2013-5081262,OFF-BI-10001253,96,7,29
2250,MX-2013-112956,OFF-AR-10003829,74,5,20
2248,MX-2013-112956,OFF-BI-10000765,16,4,3
444,MX-2013-165939,OFF-EN-10001939,96,5,4
29646,IN-2014-23467,OFF-BI-10004369,59,8,21
975,MX-2014-111122,OFF-ST-10002538,284,3,114
23225,IN-2014-64669,OFF-LA-10000506,55,5,16
6853,MX-2014-138317,OFF-LA-10003140,13,3,5
4003,MX-2014-154466,OFF-EN-10003175,54,3,8
20284,ES-2014-5488768,OFF-BI-10001253,82,6,24
17727,ES-2014-2829389,OFF-AR-10003066,79,3,7
28872,IN-2014-70465,OFF-EN-10002003,22,3,9
46485,RS-2014-3230,OFF-TEN-10004210,213,4,107
45881,EG-2014-6180,OFF-IBI-10004323,61,4,7
47110,TZ-2014-3030,OFF-HAR-10000187,51,4,25
3611,MX-2014-106362,OFF-LA-10002609,61,7,7
4176,MX-2014-122959,OFF-ST-10002251,114,3,57
9837,MX-2014-147893,OFF-EN-10004560,45,4,15
9835,MX-2014-147893,OFF-EN-10000812,26,4,8
9838,MX-2014-147893,OFF-LA-10004370,46,8,16
9836,MX-2014-147893,OFF-LA-10001701,21,5,8
9554,MX-2014-137141,OFF-AR-10003913,44,4,8
65,MX-2014-165442,OFF-BI-10002080,49,5,18
3982,MX-2014-145072,OFF-FA-10003879,42,6,4
3981,MX-2014-145072,OFF-SU-10002983,119,4,13
4396,MX-2014-152961,OFF-AP-10002536,1049,3,157
4394,MX-2014-152961,OFF-AP-10001041,1889,5,888
23125,IN-2014-65719,OFF-BI-10002424,103,8,42
41298,RS-2014-4120,OFF-BIC-10002403,196,4,98
29974,IN-2014-17104,OFF-AR-10001278,136,9,54
29977,IN-2014-17104,OFF-SU-10003592,67,4,3
27976,IN-2014-78200,OFF-PA-10002514,41,3,13
1173,MX-2014-146087,OFF-AR-10002975,122,4,47
12763,ES-2014-5281275,OFF-LA-10000356,20,3,9
764,MX-2014-133830,OFF-AP-10002252,1792,5,305
765,MX-2014-133830,OFF-EN-10003939,188,6,56
763,MX-2014-133830,OFF-FA-10001237,75,8,33
762,MX-2014-133830,OFF-SU-10002816,87,3,34
16442,ES-2014-2036598,OFF-AR-10003630,224,5,42
46796,CG-2014-180,OFF-STA-10000054,90,8,8
2357,MX-2014-146843,OFF-AP-10003431,115,3,8
24403,IN-2014-74644,OFF-ST-10001824,120,5,7
28005,IN-2014-69408,OFF-EN-10003498,139,3,51
28006,IN-2014-69408,OFF-EN-10000219,22,3,6
4482,MX-2014-150336,OFF-PA-10001385,35,3,9
24177,IN-2014-71256,OFF-EN-10004473,195,4,10
24176,IN-2014-71256,OFF-FA-10001297,43,4,8
24178,IN-2014-71256,OFF-ST-10004365,171,3,80
15581,ES-2014-5054547,OFF-PA-10003796,53,3,11
26346,IN-2014-71907,OFF-SU-10003537,152,7,42
1155,MX-2014-119620,OFF-FA-10002427,27,3,0
2652,MX-2014-114545,OFF-EN-10004470,26,4,10
2653,MX-2014-114545,OFF-EN-10003689,33,3,2
25364,IN-2014-26533,OFF-FA-10000038,50,3,22
30637,IN-2014-84948,OFF-EN-10000826,383,14,115
18679,ES-2014-4430801,OFF-AR-10000727,199,4,48
18678,ES-2014-4430801,OFF-AR-10000079,149,6,48
