IncidentID,OrderID,CustomerID,IncidentDate,IncidentType,Priority,Status,ResolutionDate,Channel
299,TU-2014-5790,BK-12602,2014-11-08,Billing issue,Medium,Resolved,2014-11-27,Phone
300,CA-2014-107314,MZ-173354,2014-12-04,Delayed shipment,Medium,Resolved,2014-12-11,Email
301,CA-2013-8690,JP-55202,2013-04-06,Delayed shipment,Medium,Resolved,2013-04-19,Phone
302,ES-2012-2113350,OT-187302,2012-08-01,Wrong item,Medium,In Progress,,Email
303,TU-2013-4970,HM-49802,2013-08-06,Wrong item,Medium,Resolved,2013-08-24,Email
304,IN-2014-72747,SC-202301,2014-02-14,Billing issue,Critical,In Progress,,Email
305,ID-2012-43921,RH-195551,2012-09-21,Return request,Low,In Progress,,Email
306,CA-2012-139731,JE-157454,2012-10-21,Customer complaint,Low,Closed,2012-11-04,Email
307,PL-2011-7890,BP-11553,2011-06-21,Wrong item,Medium,In Progress,,Email
308,CA-2011-155208,SP-206504,2011-04-23,Damaged product,Medium,Open,,Chat
309,ES-2011-3398154,EM-141402,2011-06-18,Return request,Low,Open,,Phone
310,CA-2014-161053,JE-157454,2014-09-27,Delayed shipment,Low,Closed,2014-09-28,Phone
311,US-2013-100419,CC-126704,2013-12-29,Damaged product,Low,Resolved,2014-01-05,Chat
312,ID-2012-50354,TC-211451,2012-11-29,Delayed shipment,High,Resolved,2012-12-07,Chat
313,CA-2013-111416,LW-172154,2013-09-20,Delayed shipment,Low,Closed,2013-10-08,Phone
314,ID-2013-83226,KB-164051,2013-06-23,Customer complaint,Low,Closed,2013-07-02,Web
315,GG-2013-6980,EB-39752,2013-07-06,Return request,Low,In Progress,,Email
316,IZ-2012-1750,JE-57152,2012-11-01,Billing issue,Medium,Resolved,2012-11-02,Email
317,IN-2014-69296,MN-179351,2014-09-20,Damaged product,Low,Resolved,2014-10-07,Phone
318,SL-2012-4330,CC-21451,2012-11-21,Delayed shipment,Medium,Resolved,2012-12-10,Web
319,TU-2013-9640,AR-5402,2013-06-20,Delayed shipment,Low,In Progress,,Web
320,CA-2011-159338,NS-186404,2011-06-30,Delayed shipment,High,Closed,2011-07-06,Email
321,CA-2012-126137,BS-117554,2012-10-16,Wrong item,Low,Resolved,2012-10-19,Email
322,IZ-2011-5480,CV-22952,2011-08-09,Return request,Medium,In Progress,,Phone
323,ID-2014-73083,VP-217601,2014-03-26,Billing issue,High,Resolved,2014-03-31,Email
324,IT-2011-3586982,JO-151452,2011-09-24,Delayed shipment,Medium,Open,,Phone
325,IN-2012-38391,RD-199001,2012-12-01,Customer complaint,Medium,Open,,Web
326,ID-2011-79341,ML-182651,2011-12-28,Return request,Low,Resolved,2011-12-30,Web
327,CA-2014-156951,EB-138404,2014-10-04,Billing issue,Low,Open,,Web
328,ES-2014-3028437,Co-126402,2014-12-15,Billing issue,Medium,Resolved,2014-12-19,Chat
329,IN-2012-81861,EH-140051,2012-08-30,Damaged product,Critical,Resolved,2012-09-09,Phone
330,CA-2011-124723,GZ-144704,2011-08-13,Delayed shipment,Medium,Open,,Web
331,RS-2014-1580,KH-63602,2014-09-29,Damaged product,Medium,Closed,2014-10-09,Phone
332,IN-2013-22389,EM-141401,2013-12-19,Return request,Medium,In Progress,,Email
333,UP-2012-1240,SJ-101253,2012-08-28,Delayed shipment,Medium,In Progress,,Email
334,CA-2013-136371,SV-209354,2013-03-30,Delayed shipment,Low,In Progress,,Email
335,MX-2012-105424,TP-214153,2012-11-30,Delayed shipment,Medium,In Progress,,Phone
336,CA-2014-154109,ML-174104,2014-11-11,Delayed shipment,Critical,Open,,Phone
337,US-2014-136679,BE-114553,2014-06-13,Return request,Low,Resolved,2014-06-24,Web
338,UP-2013-2900,AT-7352,2013-10-02,Return request,Medium,Closed,2013-10-18,Email
339,MX-2011-127215,AB-100153,2011-11-14,Wrong item,Low,In Progress,,Email
340,ES-2014-2756281,MW-182202,2014-09-08,Delayed shipment,Medium,Resolved,2014-09-25,Chat
341,CA-2014-145506,MO-178004,2014-06-18,Wrong item,Low,Resolved,2014-07-04,Email
342,ES-2014-3563838,MB-173052,2014-04-23,Wrong item,Medium,Closed,2014-04-30,Phone
343,MX-2011-169537,LC-168703,2011-10-28,Delayed shipment,High,Resolved,2011-11-13,Phone
344,CA-2012-142475,BS-113804,2012-12-04,Damaged product,Low,In Progress,,Phone
345,IN-2013-37929,BW-111101,2013-09-25,Damaged product,Medium,In Progress,,Email
346,IN-2014-36648,HG-150251,2014-04-04,Billing issue,High,Resolved,2014-04-07,Email
347,MX-2014-164889,JE-157453,2014-09-10,Billing issue,High,Closed,2014-09-26,Email
348,MX-2011-155180,TW-210253,2011-10-24,Delayed shipment,Low,In Progress,,Phone
349,ID-2014-37250,LR-170351,2014-11-13,Damaged product,Medium,Resolved,2014-11-21,Phone
350,US-2013-112361,AS-100903,2013-04-14,Billing issue,Low,Closed,2013-04-26,Email
351,ES-2012-3661014,RA-199452,2012-11-13,Wrong item,Critical,Closed,2012-11-16,Phone
352,IT-2014-2819680,CA-123102,2014-08-08,Return request,High,Closed,2014-08-25,Web
353,ID-2012-11987,IM-150701,2012-07-02,Billing issue,Medium,Resolved,2012-07-20,Email
354,CA-2011-103660,MW-182204,2011-08-29,Delayed shipment,High,Resolved,2011-09-09,Phone
355,CG-2014-1110,DR-29401,2014-05-06,Delayed shipment,Medium,Resolved,2014-05-10,Web
356,US-2013-106453,TB-212803,2013-02-27,Billing issue,Medium,Resolved,2013-03-15,Email
357,CA-2012-111990,DB-136604,2012-11-12,Delayed shipment,Low,Open,,Email
358,CA-2014-104381,RD-198104,2014-12-23,Billing issue,High,Resolved,2015-01-09,Phone
359,AM-2013-2480,MG-76952,2013-04-26,Customer complaint,Low,Resolved,2013-05-05,Chat
360,ES-2011-3975285,DM-129552,2011-07-16,Billing issue,High,In Progress,,Web
361,US-2014-151526,DB-133603,2014-11-08,Damaged product,High,Resolved,2014-11-14,Phone
362,ES-2011-4052630,ZD-219252,2011-03-05,Billing issue,Medium,Resolved,2011-03-07,Web
363,EG-2012-3940,TB-112501,2012-05-22,Wrong item,Low,Closed,2012-05-31,Email
364,MX-2011-145030,CG-120403,2011-10-29,Wrong item,Low,Open,,Phone
365,AO-2011-1670,HZ-49501,2011-01-21,Customer complaint,Low,In Progress,,Phone
366,CA-2014-112487,TC-215354,2015-01-05,Damaged product,Medium,Resolved,2015-01-11,Email
367,IR-2011-2210,BM-16503,2011-09-17,Customer complaint,Low,In Progress,,Web
368,US-2011-154522,JF-154153,2011-10-09,Customer complaint,High,Resolved,2011-10-12,Phone
369,SF-2013-4620,RP-93901,2013-06-11,Delayed shipment,Medium,Resolved,2013-06-17,Email
370,AG-2011-3090,AH-2101,2011-08-27,Delayed shipment,Low,Open,,Chat
371,ES-2014-3775925,BP-111852,2014-06-25,Delayed shipment,Medium,Resolved,2014-07-02,Email
372,IN-2011-51586,KM-166601,2011-08-10,Delayed shipment,Medium,Resolved,2011-08-11,Email
373,CA-2014-100314,AS-106304,2014-10-10,Delayed shipment,Medium,Resolved,2014-10-11,Email
374,CA-2012-104038,LO-171704,2012-02-15,Billing issue,Medium,Closed,2012-02-20,Web
375,MX-2013-140627,PS-189703,2013-04-13,Delayed shipment,High,Closed,2013-04-19,Web
376,IN-2014-79383,PP-189551,2014-05-13,Damaged product,Medium,Resolved,2014-05-26,Email
377,CA-2012-121391,AA-103154,2012-10-06,Return request,Critical,Resolved,2012-10-08,Web
378,IN-2013-16516,SW-202751,2013-10-05,Delayed shipment,High,Resolved,2013-10-20,Email
379,ES-2011-5335590,SB-201702,2011-12-22,Return request,Low,Closed,2012-01-06,Web
380,ES-2014-2851130,RA-192852,2014-08-16,Delayed shipment,High,Resolved,2014-08-29,Phone
381,MX-2014-135706,JK-156253,2014-10-29,Delayed shipment,Low,Resolved,2014-11-12,Phone
382,ID-2013-34555,GM-145001,2013-09-12,Billing issue,High,Closed,2013-09-19,Chat
383,MX-2012-133221,SE-201103,2012-06-17,Billing issue,Medium,In Progress,,Email
384,CA-2014-142776,RS-198704,2014-12-13,Return request,High,Closed,2014-12-27,Email
385,IN-2013-12183,HH-150101,2013-05-15,Return request,High,In Progress,,Phone
386,CA-2013-145611,HA-149054,2013-10-03,Return request,High,In Progress,,Chat
387,CA-2013-134110,BG-110354,2013-11-27,Delayed shipment,High,In Progress,,Email
388,IN-2012-37362,DB-131201,2012-07-09,Delayed shipment,Low,Closed,2012-07-19,Email
389,ES-2011-5803751,CR-126252,2011-08-17,Return request,Low,Closed,2011-09-03,Email
390,QA-2011-3520,TC-114753,2011-05-18,Return request,Medium,Resolved,2011-06-01,Phone
391,IN-2011-40568,RR-195251,2011-09-24,Customer complaint,Low,Resolved,2011-10-02,Email
392,MX-2012-162796,CT-119953,2012-10-01,Damaged product,Medium,Resolved,2012-10-05,Web
393,MO-2012-5940,GH-44101,2012-09-20,Damaged product,Low,Closed,2012-10-06,Chat
394,EG-2014-5820,MM-79201,2014-10-20,Return request,Critical,Resolved,2014-11-02,Phone
395,US-2013-146710,SS-208754,2013-08-31,Damaged product,Medium,Resolved,2013-09-18,Email
396,ES-2011-4228024,AM-103602,2011-03-06,Customer complaint,High,In Progress,,Phone
397,ES-2013-1408046,LC-168702,2013-06-18,Return request,Low,Resolved,2013-07-02,Email
398,ID-2013-20100,RW-196901,2013-03-11,Damaged product,High,Resolved,2013-03-29,Chat
399,MX-2014-106873,AS-100903,2014-04-25,Return request,High,Resolved,2014-04-30,Phone
400,MX-2013-124212,CS-123553,2013-11-14,Return request,Medium,Open,,Email
401,IN-2014-48275,MG-181451,2014-07-20,Delayed shipment,Medium,Closed,2014-07-29,Web
402,ID-2014-22851,TB-211901,2014-08-24,Customer complaint,High,Open,,Phone
403,MX-2013-165708,CG-120403,2013-12-05,Wrong item,Low,Resolved,2013-12-08,Phone
404,SG-2014-2090,QJ-92551,2014-03-09,Return request,Medium,Closed,2014-03-17,Email
405,UP-2012-7080,LW-68252,2012-11-19,Damaged product,Medium,Resolved,2012-11-29,Web
406,MO-2014-8800,DL-33151,2014-11-25,Return request,Low,In Progress,,Chat
407,MX-2013-133585,BT-114853,2013-09-19,Damaged product,Medium,Resolved,2013-10-08,Phone
408,TU-2012-6920,CR-26253,2012-11-02,Delayed shipment,Low,Closed,2012-11-05,Chat
409,US-2013-119914,DW-135853,2013-10-01,Customer complaint,Low,Resolved,2013-10-12,Email
410,IZ-2014-5660,RW-96902,2014-09-17,Delayed shipment,Low,Closed,2014-09-28,Phone
411,IZ-2013-4540,CB-20251,2013-08-14,Damaged product,Critical,Open,,Phone
412,NI-2013-4750,JK-56251,2013-06-03,Customer complaint,Medium,Resolved,2013-06-20,Phone
413,IT-2012-4695448,PS-187602,2012-10-06,Customer complaint,Critical,Resolved,2012-10-22,Phone
414,CA-2011-103940,BN-115154,2011-09-29,Billing issue,Medium,Closed,2011-10-06,Email
415,IN-2013-44460,EB-139301,2013-03-07,Billing issue,Low,In Progress,,Email
416,ES-2013-3375138,TZ-215802,2013-03-05,Damaged product,Medium,Closed,2013-03-09,Email
417,SF-2012-5390,RD-99301,2012-08-22,Delayed shipment,Medium,Resolved,2012-09-10,Email
418,ID-2013-25742,SC-206951,2013-01-29,Damaged product,Low,Resolved,2013-02-10,Web
419,ID-2013-54337,TB-212501,2013-04-29,Billing issue,Medium,Open,,Email
420,MO-2011-6140,RP-92701,2011-04-27,Return request,Low,Closed,2011-05-12,Email
421,IS-2014-5010,DD-35702,2014-03-18,Return request,Medium,In Progress,,Phone
422,CA-2012-112214,AH-106904,2012-08-13,Return request,Medium,In Progress,,Phone
423,UP-2012-1620,NC-84152,2012-11-11,Delayed shipment,Low,In Progress,,Chat
424,IN-2011-76758,AG-104951,2011-12-20,Wrong item,Low,Closed,2011-12-31,Phone
425,ES-2013-2744518,CC-123702,2013-11-22,Delayed shipment,High,Resolved,2013-11-27,Email
426,IN-2014-34877,LT-171101,2014-05-09,Wrong item,Medium,Resolved,2014-05-14,Web
427,IN-2011-50774,NL-183101,2011-04-22,Damaged product,Low,In Progress,,Phone
428,NI-2011-5530,DM-29551,2011-10-27,Return request,Critical,Resolved,2011-11-11,Email
429,SA-2014-1270,LC-70502,2014-09-01,Damaged product,Low,Resolved,2014-09-19,Phone
430,ID-2014-54365,ML-174101,2014-04-17,Delayed shipment,Medium,Closed,2014-04-28,Chat
431,ID-2013-72915,DF-131351,2013-09-21,Delayed shipment,Critical,Closed,2013-10-03,Email
432,IZ-2014-3850,DH-36753,2014-12-20,Return request,Low,Open,,Email
433,MX-2013-114657,KW-165703,2013-11-23,Billing issue,Low,Resolved,2013-11-25,Email
434,TU-2014-9010,TS-113403,2014-02-14,Delayed shipment,Low,Open,,Email
435,MX-2012-113523,RF-198403,2012-07-06,Delayed shipment,Low,Resolved,2012-07-21,Phone
436,ES-2013-2752798,TH-212352,2013-04-23,Return request,Low,In Progress,,Phone
437,IR-2012-8510,GH-44102,2012-05-06,Delayed shipment,Medium,In Progress,,Email
438,ES-2011-2140658,TB-211902,2011-03-28,Return request,Low,Resolved,2011-04-01,Chat
439,IN-2011-73629,CC-125501,2011-10-15,Return request,Medium,Resolved,2011-11-02,Web
440,IN-2014-44012,PS-190451,2014-09-30,Delayed shipment,Critical,In Progress,,Phone
441,ID-2011-78102,DB-133601,2011-02-10,Delayed shipment,High,Resolved,2011-02-16,Web
442,MX-2013-161025,RS-194203,2013-07-31,Customer complaint,Medium,Resolved,2013-08-19,Email
443,MX-2011-141467,JE-156103,2011-10-20,Damaged product,Low,Open,,Phone
444,IN-2014-19022,JG-151601,2014-02-25,Damaged product,Medium,Resolved,2014-03-08,Phone
445,MX-2013-101490,TH-211003,2013-12-02,Return request,Medium,In Progress,,Web
446,ES-2014-2829389,SJ-201252,2014-02-18,Customer complaint,Medium,Resolved,2014-02-20,Web
447,CA-2012-151043,MG-176804,2012-11-23,Customer complaint,Low,Resolved,2012-12-01,Email
448,ID-2013-18616,AS-100901,2013-08-31,Return request,High,In Progress,,Chat
449,CA-2013-141586,NK-184904,2013-10-30,Damaged product,Medium,Open,,Email
450,IN-2012-56395,LP-170951,2012-12-03,Delayed shipment,Low,Resolved,2012-12-14,Chat
451,US-2014-134558,PF-192253,2014-12-20,Return request,Medium,Closed,2014-12-25,Chat
452,CA-2014-138156,MM-172604,2014-02-26,Billing issue,Medium,Resolved,2014-03-16,Email
453,ES-2014-5438886,BV-112452,2014-11-23,Damaged product,High,Resolved,2014-12-11,Web
454,ES-2014-2742229,BD-113202,2014-06-16,Customer complaint,Medium,Resolved,2014-06-30,Email
455,MX-2013-125682,SL-201553,2013-06-30,Delayed shipment,High,In Progress,,Phone
456,CG-2014-9530,GT-47551,2014-12-24,Wrong item,Low,Resolved,2015-01-03,Phone
457,IN-2014-71690,EJ-137201,2014-11-17,Delayed shipment,Medium,Resolved,2014-11-20,Phone
458,CA-2012-123939,MS-177104,2012-08-31,Wrong item,Medium,Open,,Chat
459,ES-2014-3900205,ME-177252,2014-04-05,Delayed shipment,Low,In Progress,,Web
460,EG-2014-4200,NP-87001,2014-07-01,Delayed shipment,Low,In Progress,,Phone
461,ID-2014-85375,DB-134051,2014-07-06,Delayed shipment,High,Resolved,2014-07-15,Web
462,IT-2013-5672839,GB-145752,2013-09-05,Billing issue,Low,Closed,2013-09-08,Chat
463,IT-2013-5655409,RM-193752,2013-08-07,Return request,Medium,Open,,Email
464,CA-2014-129490,SJ-201254,2014-10-06,Billing issue,Low,Resolved,2014-10-17,Chat
465,NI-2011-3310,RH-95551,2011-08-23,Customer complaint,Low,In Progress,,Email
466,KZ-2011-730,PR-88803,2011-09-03,Damaged product,Low,Closed,2011-09-15,Web
467,SF-2013-4830,BN-15151,2013-09-30,Delayed shipment,Critical,Open,,Email
468,IR-2014-990,EH-41852,2014-09-13,Return request,High,Resolved,2014-09-25,Email
469,US-2013-108497,MH-172904,2013-06-17,Delayed shipment,Critical,Resolved,2013-06-20,Phone
470,MX-2013-136980,TZ-214453,2013-11-05,Customer complaint,Medium,Resolved,2013-11-12,Phone
471,MX-2012-105718,JG-151603,2012-10-01,Delayed shipment,Low,Resolved,2012-10-15,Email
472,MX-2013-135895,RS-194203,2013-09-16,Customer complaint,Medium,In Progress,,Email
473,CA-2012-101707,PF-191654,2012-09-08,Delayed shipment,Medium,Resolved,2012-09-19,Phone
474,TU-2014-3350,JF-51902,2014-02-14,Return request,High,In Progress,,Chat
475,CG-2012-3500,TS-114301,2012-09-20,Wrong item,Low,In Progress,,Email
476,MX-2012-168011,RA-198853,2012-10-11,Customer complaint,Medium,Resolved,2012-10-18,Email
477,CA-2013-105494,PC-187454,2013-11-21,Delayed shipment,Low,In Progress,,Phone
478,CA-2012-116841,TP-211304,2012-04-28,Billing issue,Low,In Progress,,Email
479,UP-2013-9700,DV-30452,2014-01-06,Customer complaint,Medium,Resolved,2014-01-16,Web
480,MZ-2014-4670,AZ-7501,2014-07-04,Wrong item,Medium,Closed,2014-07-15,Web
481,CA-2014-116127,SB-201854,2014-06-27,Billing issue,Medium,Resolved,2014-07-12,Phone
482,ID-2012-23775,LE-168101,2012-09-30,Billing issue,Medium,Open,,Email
483,IN-2014-75603,BS-113651,2015-01-07,Wrong item,Medium,Open,,Web
484,MX-2012-140690,CV-128053,2012-06-20,Billing issue,High,Closed,2012-07-09,Phone
485,ES-2014-4841141,SR-207402,2014-03-02,Billing issue,High,In Progress,,Web
486,AL-2012-9220,JD-58953,2012-04-22,Customer complaint,Critical,Open,,Phone
487,IT-2014-1332770,MC-181002,2014-05-24,Delayed shipment,High,Resolved,2014-06-09,Web
488,PL-2012-8610,TT-112202,2012-02-19,Delayed shipment,Low,Resolved,2012-03-02,Phone
489,MX-2013-117191,SZ-200353,2013-07-09,Customer complaint,Medium,Resolved,2013-07-27,Phone
490,ES-2014-4576851,NC-183402,2015-01-02,Return request,Medium,In Progress,,Chat
491,CA-2014-117324,JP-155204,2014-12-16,Wrong item,Low,Open,,Phone
492,ES-2012-3446562,JE-161652,2012-11-26,Billing issue,High,Closed,2012-12-09,Phone
493,CA-2012-145828,MB-173054,2012-10-11,Delayed shipment,Low,In Progress,,Email
494,ES-2011-2413369,DC-132852,2011-06-24,Delayed shipment,High,Resolved,2011-06-29,Phone
495,MX-2012-161396,KT-164803,2012-10-29,Wrong item,Medium,Resolved,2012-11-02,Phone
496,MX-2014-141712,RB-194653,2015-01-13,Damaged product,Medium,Resolved,2015-01-27,Email
497,SF-2014-7330,MW-82351,2014-01-31,Billing issue,Medium,In Progress,,Email
498,IT-2014-5137649,RH-195102,2014-07-27,Delayed shipment,High,In Progress,,Phone
499,ES-2014-1205292,ML-180402,2015-01-07,Customer complaint,Medium,Resolved,2015-01-15,Web
500,MX-2011-146535,BP-111553,2011-09-18,Customer complaint,Medium,Closed,2011-09-27,Phone
501,ES-2011-5083176,AS-100452,2011-04-02,Billing issue,Low,Closed,2011-04-21,Email
502,US-2013-135965,RH-195103,2013-09-19,Wrong item,Medium,Open,,Web
503,US-2014-142832,MG-176803,2014-06-12,Damaged product,Low,In Progress,,Email
504,MX-2014-167409,AG-109003,2014-11-06,Return request,Medium,Closed,2014-11-09,Phone
505,IN-2012-43081,JS-156851,2012-04-12,Billing issue,Medium,Resolved,2012-04-17,Email
506,CA-2013-169215,RE-194504,2013-07-17,Delayed shipment,Medium,Closed,2013-08-04,Email
507,IN-2014-17839,BT-115301,2014-11-07,Customer complaint,Low,In Progress,,Email
508,ES-2013-1247278,VP-217602,2013-12-20,Return request,Low,Resolved,2013-12-21,Email
509,IZ-2013-700,FG-42603,2013-09-09,Customer complaint,Medium,Resolved,2013-09-17,Email
510,US-2014-130953,RF-197354,2014-08-05,Return request,Low,Resolved,2014-08-24,Email
511,IN-2013-83457,MH-181151,2013-11-22,Billing issue,Low,Resolved,2013-12-09,Phone
512,IN-2014-35248,EB-141701,2014-06-05,Damaged product,Low,Open,,Phone
513,CA-2012-139290,MY-173804,2012-10-29,Customer complaint,Critical,Resolved,2012-11-15,Email
514,IN-2014-43039,MG-176801,2014-10-17,Return request,Medium,In Progress,,Web
515,CA-2012-150441,RA-192854,2012-08-25,Delayed shipment,Medium,Resolved,2012-09-05,Email
516,IN-2012-28668,LC-168851,2012-05-10,Delayed shipment,Low,Closed,2012-05-12,Phone
517,CA-2012-135853,CA-127754,2012-12-12,Damaged product,Low,Resolved,2012-12-18,Email
518,MX-2014-157602,DW-135853,2014-10-15,Return request,High,Closed,2014-10-29,Email
519,IN-2012-50592,AF-108851,2012-10-08,Customer complaint,Medium,In Progress,,Phone
520,CA-2013-123617,AJ-107804,2013-12-07,Delayed shipment,Low,Resolved,2013-12-10,Phone
521,IN-2013-51075,FO-143051,2013-07-05,Billing issue,Low,Closed,2013-07-17,Chat
522,ID-2013-39182,CD-122801,2013-02-03,Damaged product,Low,Open,,Phone
523,ES-2012-2141914,MH-174552,2012-06-17,Customer complaint,Medium,Open,,Chat
524,CA-2014-126074,RF-197354,2014-10-10,Return request,High,Resolved,2014-10-14,Email
525,ES-2014-3248216,LW-172152,2014-04-08,Return request,Low,Open,,Email
526,US-2013-131212,SC-203803,2013-12-03,Wrong item,Low,Resolved,2013-12-15,Email
527,AO-2012-2750,CA-23101,2012-08-13,Damaged product,Low,Closed,2012-08-26,Email
528,IN-2014-32609,DK-128351,2014-11-10,Delayed shipment,Critical,Resolved,2014-11-12,Phone
529,ES-2013-5863928,RB-197952,2013-06-14,Delayed shipment,Low,In Progress,,Phone
530,BU-2012-460,AH-302,2012-07-26,Return request,High,Resolved,2012-07-28,Email
531,ES-2014-3059328,DM-129552,2014-12-01,Return request,Medium,Resolved,2014-12-16,Chat
532,MX-2012-106446,PS-187603,2012-10-17,Customer complaint,Medium,Open,,Web
533,CA-2014-139304,VG-217904,2014-02-10,Customer complaint,Low,Resolved,2014-02-27,Email
534,CA-2013-168893,AP-109154,2013-11-17,Billing issue,Low,Resolved,2013-11-24,Email
535,ES-2011-1831867,GB-145752,2011-12-30,Return request,Medium,Resolved,2012-01-13,Email
536,ES-2011-2225020,FC-143352,2011-08-28,Customer complaint,High,In Progress,,Email
537,CA-2014-169439,LC-171404,2014-09-18,Return request,Medium,Resolved,2014-09-30,Email
538,ID-2011-28927,FP-143201,2011-11-09,Delayed shipment,Medium,Open,,Phone
539,ES-2013-4835750,DR-128802,2013-11-28,Wrong item,Low,In Progress,,Email
540,CA-2013-162187,NS-186404,2013-12-20,Delayed shipment,Critical,Closed,2014-01-06,Email
541,CA-2012-157133,LC-168854,2012-12-09,Customer complaint,High,Resolved,2012-12-23,Chat
542,CA-2011-117016,SC-200954,2011-03-07,Billing issue,Low,Open,,Web
543,MX-2011-166576,DK-131503,2011-07-12,Delayed shipment,Critical,In Progress,,Chat
544,NI-2012-4190,MH-77851,2012-04-19,Billing issue,Medium,In Progress,,Email
545,CA-2013-169957,SN-207104,2013-10-06,Billing issue,Medium,In Progress,,Email
546,ES-2014-5009576,MT-180702,2014-08-31,Damaged product,Medium,In Progress,,Phone
547,CA-2012-149517,FC-142454,2012-09-27,Delayed shipment,High,Open,,Email
548,CA-2013-119865,AS-100904,2013-06-28,Billing issue,Medium,Resolved,2013-07-04,Email
549,ID-2013-29662,EB-141701,2013-07-25,Wrong item,Low,Resolved,2013-08-13,Web
550,ES-2014-3470135,JM-158652,2014-07-01,Return request,Low,Resolved,2014-07-07,Phone
551,ES-2012-1845274,CC-123702,2012-07-02,Wrong item,High,Resolved,2012-07-20,Phone
552,ES-2011-3060159,CP-123402,2011-02-02,Return request,Low,Open,,Phone
553,IT-2013-1366976,AT-104352,2013-06-13,Billing issue,Medium,Closed,2013-06-18,Phone
554,CA-2011-145541,TB-214004,2011-12-27,Billing issue,Medium,Closed,2012-01-02,Email
555,CA-2014-161340,AM-103604,2014-06-02,Return request,Medium,Closed,2014-06-04,Email
556,CA-2011-156993,RW-196304,2011-07-12,Damaged product,Medium,Closed,2011-07-20,Email
557,MX-2013-102813,RO-197803,2013-07-01,Delayed shipment,High,Closed,2013-07-16,Email
558,ES-2014-4435694,AG-107652,2014-06-24,Delayed shipment,Low,Resolved,2014-07-09,Chat
559,CA-2014-124261,JE-157154,2014-11-26,Return request,Low,In Progress,,Phone
560,MX-2014-160549,AM-103603,2014-04-22,Billing issue,Low,Resolved,2014-05-03,Web
561,US-2012-136476,GG-146504,2012-04-06,Return request,High,Resolved,2012-04-07,Email
562,IN-2012-26099,TH-211151,2012-06-26,Delayed shipment,Medium,Resolved,2012-07-14,Email
563,ES-2014-2495243,JE-157452,2014-10-08,Delayed shipment,Low,Resolved,2014-10-20,Email
564,CA-2011-163223,KH-166904,2011-03-22,Delayed shipment,High,Open,,Email
565,CA-2014-114524,EG-139004,2014-04-04,Damaged product,High,Resolved,2014-04-16,Email
566,CA-2012-109386,RH-196004,2012-11-09,Billing issue,High,Closed,2012-11-20,Web
567,MX-2013-140354,AA-103153,2013-02-14,Damaged product,High,Resolved,2013-02-22,Web
568,ES-2011-4146320,AB-100152,2011-04-06,Damaged product,Low,Resolved,2011-04-13,Phone
569,ES-2012-1876642,SH-203952,2012-12-13,Customer complaint,High,In Progress,,Phone
570,US-2011-121664,SC-207253,2011-09-28,Damaged product,Medium,Resolved,2011-09-30,Chat
571,MX-2013-123239,PM-191353,2013-06-10,Wrong item,High,Closed,2013-06-21,Email
572,BK-2014-5210,ME-73202,2014-08-22,Return request,Medium,Resolved,2014-09-01,Email
573,MX-2011-115686,FM-142903,2011-11-08,Damaged product,High,Resolved,2011-11-11,Email
574,IN-2012-78249,SC-200201,2012-08-14,Billing issue,Medium,Resolved,2012-08-24,Web
575,IN-2013-53819,TB-215951,2013-12-06,Return request,Low,Resolved,2013-12-24,Chat
576,IN-2014-44089,DG-133001,2014-06-22,Customer complaint,Medium,In Progress,,Email
577,ID-2013-10818,AB-101651,2013-11-02,Delayed shipment,Critical,Resolved,2013-11-16,Chat
578,CA-2014-136000,SC-204404,2014-09-29,Customer complaint,High,Resolved,2014-10-17,Web
579,AG-2014-8930,CC-22201,2014-09-23,Wrong item,Low,Resolved,2014-10-01,Email
580,MX-2013-113222,CL-127003,2013-09-25,Delayed shipment,Low,Resolved,2013-10-05,Email
581,CA-2014-163139,CC-126704,2014-12-05,Wrong item,Low,Closed,2014-12-18,Phone
582,TZ-2013-300,SC-100501,2013-12-30,Customer complaint,Medium,Open,,Chat
583,CA-2012-114811,KD-164954,2012-11-20,Wrong item,High,Closed,2012-11-28,Email
584,MX-2012-137813,NP-183253,2012-10-06,Damaged product,Low,In Progress,,Web
585,IN-2014-84570,SC-205751,2014-09-16,Billing issue,Medium,Resolved,2014-09-20,Email
586,IN-2012-86880,AP-107201,2012-06-16,Delayed shipment,High,Open,,Web
587,CA-2011-110100,LC-168854,2011-04-30,Delayed shipment,Medium,In Progress,,Phone
588,BO-2012-4390,JK-57302,2012-09-15,Delayed shipment,Medium,Resolved,2012-09-19,Phone
589,IN-2013-11938,EL-137351,2013-11-07,Delayed shipment,Medium,Open,,Web
590,CA-2014-107209,JW-159554,2014-08-04,Delayed shipment,Medium,Resolved,2014-08-09,Web
591,ES-2012-5420110,LS-172002,2013-01-02,Delayed shipment,Low,Closed,2013-01-03,Chat
592,IT-2014-4203848,TP-215652,2014-08-24,Billing issue,Medium,Open,,Email
593,ES-2012-3761154,ON-187152,2012-08-03,Delayed shipment,Medium,Resolved,2012-08-20,Web
594,US-2011-163965,MG-178903,2011-09-26,Damaged product,High,Resolved,2011-09-28,Email
595,MX-2014-168641,MV-174853,2014-06-26,Return request,Medium,Resolved,2014-07-04,Phone
596,ES-2012-2289922,SP-206202,2012-06-12,Wrong item,High,In Progress,,Phone
597,ID-2014-31160,DM-130151,2014-06-16,Billing issue,Low,In Progress,,Phone
