OrderID,CustomerID,LocationID,OrderDate,ShipDate,ShipMode,OrderPriority
CG-2014-9410,AJ-7951,779,2014-05-29,2014-05-31,Second Class,High
EG-2014-3590,JD-58951,747,2014-06-11,2014-06-13,Second Class,Critical
AG-2014-4880,RS-94201,765,2014-06-12,2014-06-14,Second Class,Medium
SF-2014-6950,CS-24901,1303,2014-07-15,2014-07-20,Second Class,Medium
SF-2014-4670,KH-63301,761,2014-07-28,2014-07-30,Second Class,Critical
CG-2014-2750,CM-18301,599,2014-08-05,2014-08-10,Second Class,High
CM-2014-1600,LW-68251,1293,2014-08-22,2014-08-27,Second Class,Medium
AO-2014-4830,JM-56551,568,2014-08-31,2014-09-03,Second Class,High
MO-2014-2000,DP-31051,760,2014-10-28,2014-10-30,Second Class,Medium
EG-2014-5250,PC-87451,478,2014-11-04,2014-11-06,Second Class,High
SU-2014-6490,MY-82951,1304,2014-11-04,2014-11-07,Second Class,High
SU-2014-9770,LW-69901,1286,2014-12-08,2014-12-11,Second Class,Medium
EG-2014-8740,AC-4201,747,2014-12-18,2014-12-22,Second Class,High
MX-2011-131618,SM-209503,1305,2011-01-20,2011-01-20,Same Day,Critical
MX-2011-156895,TZ-214453,424,2011-03-12,2011-03-12,Same Day,Medium
ES-2011-2627929,GT-146352,1306,2011-09-07,2011-09-07,Same Day,Medium
LI-2011-280,NG-83551,738,2011-12-20,2011-12-21,Same Day,High
MX-2012-114300,RS-197653,1307,2012-06-27,2012-06-27,Same Day,Critical
WA-2012-7870,GP-47401,1308,2012-08-07,2012-08-07,Same Day,High
ES-2012-2233016,DB-131202,1309,2012-12-17,2012-12-17,Same Day,High
IN-2012-86509,BF-112751,1310,2012-12-25,2012-12-25,Same Day,Critical
ES-2012-4782111,KB-162402,838,2012-12-31,2012-12-31,Same Day,High
IN-2013-35024,MC-176351,1311,2013-05-13,2013-05-13,Same Day,Medium
MX-2013-157245,JK-153253,495,2013-06-07,2013-06-07,Same Day,High
MX-2013-107475,GR-145603,498,2013-10-31,2013-10-31,Same Day,Medium
SF-2013-6330,SC-106951,761,2013-11-13,2013-11-13,Same Day,Critical
MX-2013-106614,JM-156553,1313,2013-11-15,2013-11-15,Same Day,High
IN-2014-13121,LC-169301,1314,2014-02-13,2014-02-13,Same Day,Medium
IN-2014-81427,NS-186401,1315,2014-05-01,2014-05-01,Same Day,Medium
IN-2014-72327,KH-163301,569,2014-05-30,2014-05-30,Same Day,High
ES-2014-2677615,GP-147402,567,2014-07-04,2014-07-04,Same Day,Medium
BU-2014-2850,DP-31052,1316,2014-07-08,2014-07-08,Same Day,Critical
ES-2014-5545008,BF-110202,986,2014-08-19,2014-08-19,Same Day,High
AO-2014-650,LC-69301,1317,2014-09-11,2014-09-11,Same Day,High
MX-2014-113586,HK-148903,1318,2014-11-18,2014-11-18,Same Day,High
IN-2011-33589,GG-146501,558,2011-03-25,2011-03-26,First Class,Critical
IN-2011-67000,FW-143951,576,2011-04-25,2011-04-28,First Class,Critical
ES-2011-4040727,AJ-107952,437,2011-06-01,2011-06-04,First Class,Medium
MX-2011-166282,DW-135853,1319,2011-06-03,2011-06-04,First Class,Critical
CA-2011-6880,NB-85802,626,2011-06-27,2011-06-29,First Class,Critical
SG-2011-1770,BM-16501,1320,2011-08-15,2011-08-18,First Class,Medium
SF-2011-5640,KH-66901,1321,2011-08-20,2011-08-23,First Class,Medium
UP-2011-1010,TC-109802,650,2011-10-22,2011-10-24,First Class,Medium
ES-2011-4862124,CA-119652,1322,2011-12-21,2011-12-22,First Class,Medium
IN-2011-53203,AH-101951,960,2011-12-21,2011-12-23,First Class,Critical
ES-2012-1672765,GP-147402,512,2012-01-11,2012-01-14,First Class,Medium
AO-2012-1220,DL-34951,568,2012-01-23,2012-01-26,First Class,Medium
PL-2012-4860,FH-43652,1323,2012-06-06,2012-06-09,First Class,Medium
ES-2012-5298422,EB-139752,1324,2012-07-11,2012-07-12,First Class,Critical
PL-2012-7820,AB-6002,1325,2012-08-08,2012-08-10,First Class,Critical
IN-2012-82981,LA-167801,640,2012-08-13,2012-08-15,First Class,Critical
MX-2012-169040,BS-115903,1326,2012-08-25,2012-08-26,First Class,Critical
MZ-2012-6250,KS-63001,1020,2012-08-29,2012-08-30,First Class,Medium
IN-2012-66090,SH-206351,1327,2012-08-31,2012-09-03,First Class,Medium
ES-2012-1017653,DJ-134202,677,2012-09-03,2012-09-06,First Class,Medium
MX-2012-113285,JG-153103,1328,2012-09-17,2012-09-20,First Class,Medium
MX-2012-117800,AS-102853,652,2012-11-14,2012-11-15,First Class,Critical
ES-2012-4282810,NB-186552,465,2012-11-14,2012-11-16,First Class,Critical
IN-2012-70710,Dl-136001,1329,2012-12-13,2012-12-15,First Class,Critical
EG-2013-5760,SF-109651,478,2013-06-01,2013-06-03,First Class,Critical
KE-2013-3560,SP-105451,1055,2013-08-14,2013-08-16,First Class,Critical
CG-2013-2940,DM-33451,599,2013-10-29,2013-11-01,First Class,Critical
IN-2013-31538,MF-176651,1330,2013-11-06,2013-11-08,First Class,Critical
RO-2013-4190,LA-67802,1331,2013-11-11,2013-11-14,First Class,Critical
IN-2013-36963,VG-218051,1332,2013-12-23,2013-12-25,First Class,Critical
IN-2014-29774,RR-195251,558,2014-01-31,2014-02-01,First Class,Critical
IN-2014-51831,DM-133451,676,2014-04-01,2014-04-03,First Class,Critical
RO-2014-7360,EM-40953,1333,2014-04-09,2014-04-11,First Class,Critical
ES-2014-4842025,CK-127602,584,2014-06-11,2014-06-14,First Class,Medium
IR-2014-2670,CA-19652,620,2014-07-16,2014-07-19,First Class,Medium
ES-2014-5040315,ME-180102,465,2014-07-28,2014-07-30,First Class,Critical
ES-2014-1872792,BF-112752,1334,2014-08-14,2014-08-16,First Class,Medium
MX-2014-143553,JW-152203,520,2014-08-28,2014-08-30,First Class,Critical
ES-2014-4818116,RR-195252,992,2014-09-11,2014-09-14,First Class,Medium
IR-2014-6860,KS-63002,1067,2014-09-16,2014-09-17,First Class,Critical
ES-2014-5507713,CK-127602,360,2014-11-04,2014-11-07,First Class,Critical
IN-2014-13737,DW-131951,480,2014-11-12,2014-11-13,First Class,Critical
KE-2011-7940,JK-53251,1055,2011-01-22,2011-01-24,First Class,High
ES-2011-2734651,LO-171702,1335,2011-02-02,2011-02-04,First Class,High
IN-2011-37278,BM-115751,1038,2011-03-14,2011-03-15,First Class,High
IN-2011-42570,MH-177851,1336,2011-03-30,2011-04-02,First Class,High
RS-2011-2280,AR-3452,1337,2011-03-30,2011-04-02,First Class,High
MX-2011-150588,KB-165853,839,2011-06-17,2011-06-20,First Class,High
EZ-2011-3160,RW-95402,559,2011-06-27,2011-06-28,First Class,High
ES-2011-1480594,MW-182352,362,2011-08-09,2011-08-10,First Class,High
ES-2011-1941919,NC-185352,1206,2011-09-20,2011-09-22,First Class,High
ES-2011-3020748,AR-108252,1338,2011-09-30,2011-10-03,First Class,High
ES-2011-2174124,KN-164502,1339,2011-11-03,2011-11-05,First Class,High
ES-2011-3360339,JO-151452,1192,2011-11-04,2011-11-06,First Class,High
IZ-2011-8780,MF-82502,1340,2011-11-09,2011-11-11,First Class,High
IR-2012-6740,AJ-7952,809,2012-06-06,2012-06-09,First Class,High
IN-2012-56178,GR-145601,1330,2012-08-25,2012-08-27,First Class,High
ES-2012-1667885,CY-127452,387,2012-08-30,2012-09-01,First Class,High
ES-2012-3290251,HK-148902,1341,2012-09-02,2012-09-04,First Class,High
ES-2012-5523595,HG-149652,1342,2012-10-24,2012-10-27,First Class,High
MX-2012-133165,PC-187453,520,2012-11-02,2012-11-04,First Class,High
UP-2012-4620,MW-82352,1343,2012-11-07,2012-11-08,First Class,High
MX-2012-108378,SP-206203,463,2012-11-19,2012-11-20,First Class,High
ES-2013-2271399,CC-126102,687,2013-06-28,2013-07-01,First Class,High
IN-2013-80223,HG-149651,640,2013-07-27,2013-07-28,First Class,High
ES-2013-3029399,KL-165552,362,2013-09-27,2013-09-28,First Class,High
MX-2013-140046,CM-127153,516,2013-11-07,2013-11-09,First Class,High
ES-2013-3499281,GZ-145452,394,2013-11-12,2013-11-13,First Class,High
MX-2013-104766,ES-140803,1344,2013-12-29,2013-12-31,First Class,High
RO-2014-340,LW-68252,1345,2014-01-01,2014-01-04,First Class,High
MX-2014-130694,AR-108253,463,2014-03-25,2014-03-27,First Class,High
ES-2014-1867993,AS-102852,1346,2014-05-08,2014-05-11,First Class,High
IN-2014-15676,JS-155951,1347,2014-07-26,2014-07-28,First Class,High
IN-2014-71998,AR-103451,1348,2014-07-27,2014-07-29,First Class,High
ES-2014-3285193,BP-110952,465,2014-08-15,2014-08-16,First Class,High
TZ-2014-10,MY-82951,588,2014-09-06,2014-09-08,First Class,High
CA-2014-6350,YC-118952,853,2014-09-23,2014-09-26,First Class,High
MX-2014-157560,LW-169903,498,2014-09-26,2014-09-28,First Class,High
ES-2014-2799179,PW-190302,1349,2014-12-24,2014-12-25,First Class,High
CT-2011-6350,TS-113701,1350,2011-01-27,2011-01-29,Second Class,Critical
MX-2011-101175,JS-155953,412,2011-04-11,2011-04-13,Second Class,Medium
ES-2011-1525428,AM-103602,1351,2011-04-15,2011-04-17,Second Class,Critical
MX-2011-132815,SC-207703,388,2011-04-20,2011-04-22,Second Class,Medium
ES-2011-5384617,SP-206502,366,2011-05-11,2011-05-13,Second Class,High
ES-2011-1589842,AR-108252,1352,2011-05-13,2011-05-15,Second Class,High
IT-2011-2403893,PJ-188352,379,2011-06-20,2011-06-23,Second Class,Medium
IT-2011-5718509,GH-144852,1194,2011-07-27,2011-07-30,Second Class,Medium
IN-2011-83590,QJ-192551,1310,2011-08-02,2011-08-07,Second Class,Medium
IN-2011-33211,CK-127601,1353,2011-08-18,2011-08-22,Second Class,High
CA-2011-4390,RA-98852,685,2011-09-09,2011-09-11,Second Class,Critical
MX-2011-111766,DB-135553,795,2011-09-09,2011-09-11,Second Class,Medium
MX-2011-152562,BP-111853,533,2011-09-23,2011-09-27,Second Class,High
MX-2011-130757,KH-166903,466,2011-10-10,2011-10-13,Second Class,High
MX-2011-110583,MF-182503,1354,2011-10-31,2011-11-02,Second Class,High
CG-2011-9120,DW-31951,599,2011-11-10,2011-11-12,Second Class,High
TZ-2011-3990,RP-92701,1295,2011-11-28,2011-12-01,Second Class,High
IN-2011-85725,TT-212651,534,2011-12-05,2011-12-08,Second Class,Medium
ES-2011-3729382,CM-118152,1355,2011-12-06,2011-12-08,Second Class,Critical
ES-2011-2251272,AS-100452,403,2011-12-19,2011-12-24,Second Class,Medium
ES-2011-2231102,ON-187152,331,2011-12-28,2012-01-02,Second Class,High
MX-2011-102344,NB-185803,1356,2011-12-29,2011-12-31,Second Class,High
IN-2012-85067,ME-180101,1310,2012-01-09,2012-01-13,Second Class,Medium
ES-2012-2974297,AS-100452,1357,2012-02-15,2012-02-17,Second Class,High
SF-2012-7210,DK-31501,1296,2012-02-15,2012-02-19,Second Class,High
MX-2012-121321,MC-181303,415,2012-03-14,2012-03-19,Second Class,Medium
ES-2012-4668554,SH-206352,475,2012-04-20,2012-04-22,Second Class,High
MZ-2012-3840,EM-40951,1298,2012-04-24,2012-04-29,Second Class,Medium
IN-2012-84906,DP-131051,859,2012-04-27,2012-04-29,Second Class,Medium
IN-2012-49500,KN-163901,1358,2012-05-01,2012-05-04,Second Class,Critical
KG-2012-3160,RP-92702,1359,2012-05-08,2012-05-10,Second Class,Critical
IN-2012-80783,NC-186251,669,2012-06-30,2012-07-04,Second Class,Medium
RS-2012-990,CK-27602,1360,2012-07-30,2012-08-01,Second Class,Critical
ES-2012-5252305,MK-179052,1008,2012-08-06,2012-08-08,Second Class,High
ES-2012-5202527,VW-217752,858,2012-08-07,2012-08-12,Second Class,Medium
IN-2012-42934,CY-127451,1016,2012-08-08,2012-08-12,Second Class,High
MX-2012-131527,MC-176353,382,2012-08-10,2012-08-13,Second Class,Critical
IN-2012-79082,GD-145901,1361,2012-08-20,2012-08-25,Second Class,High
ES-2012-4727188,TZ-214452,1221,2012-08-21,2012-08-26,Second Class,Medium
CM-2012-7710,DG-33001,493,2012-09-25,2012-09-29,Second Class,High
IN-2012-83170,MC-174251,1362,2012-09-26,2012-09-30,Second Class,High
IN-2012-56017,TS-213701,1363,2012-10-09,2012-10-14,Second Class,Medium
ES-2012-2712442,RB-196452,1364,2012-10-23,2012-10-28,Second Class,Medium
EG-2012-5470,JR-62101,1365,2012-10-26,2012-10-28,Second Class,High
EG-2012-8860,BF-9751,747,2012-11-07,2012-11-09,Second Class,High
IS-2012-3870,MH-74403,1157,2012-11-15,2012-11-20,Second Class,Medium
IT-2012-1586068,TC-211452,828,2012-11-20,2012-11-22,Second Class,High
ES-2012-1632329,MC-175902,1366,2012-12-17,2012-12-19,Second Class,High
ES-2012-3516546,KM-162252,1367,2012-12-19,2012-12-23,Second Class,High
SA-2012-7330,AR-3452,1149,2012-12-20,2012-12-24,Second Class,Medium
IR-2013-3500,AG-5252,816,2013-01-02,2013-01-04,Second Class,High
ES-2013-4750548,MC-176052,1368,2013-02-13,2013-02-18,Second Class,Medium
ES-2013-1812049,JG-158052,387,2013-03-03,2013-03-07,Second Class,Medium
SG-2013-1570,TZ-114451,746,2013-03-12,2013-03-17,Second Class,Medium
IN-2013-42192,SS-201401,676,2013-04-02,2013-04-07,Second Class,Medium
PL-2013-5390,JB-54002,1369,2013-04-26,2013-04-30,Second Class,Medium
IN-2013-17853,BS-113801,1370,2013-04-30,2013-05-02,Second Class,Medium
MX-2013-106922,LD-168553,519,2013-05-14,2013-05-18,Second Class,Medium
MO-2013-2010,BB-15451,752,2013-06-03,2013-06-05,Second Class,Critical
TO-2013-3060,ES-40801,801,2013-06-04,2013-06-08,Second Class,Medium
ER-2013-6400,KB-66001,1371,2013-06-12,2013-06-15,Second Class,Medium
EZ-2013-5560,LS-72001,1372,2013-06-14,2013-06-17,Second Class,High
MX-2013-151057,SC-204403,1058,2013-06-19,2013-06-24,Second Class,High
IN-2013-61617,AS-102851,1112,2013-06-27,2013-07-01,Second Class,Medium
MX-2013-149167,NG-183553,1029,2013-07-15,2013-07-18,Second Class,High
ES-2013-1469005,MC-176352,1373,2013-08-12,2013-08-17,Second Class,Medium
MX-2013-144295,MW-182353,414,2013-08-13,2013-08-18,Second Class,Medium
LY-2013-9800,JE-61651,1374,2013-08-23,2013-08-28,Second Class,Medium
IN-2013-25798,BW-111101,939,2013-08-26,2013-08-30,Second Class,High
AG-2013-2690,CP-20851,1375,2013-09-07,2013-09-10,Second Class,Critical
EZ-2013-8910,CV-28052,559,2013-09-09,2013-09-12,Second Class,Medium
MX-2013-120670,FH-143653,429,2013-09-19,2013-09-24,Second Class,Medium
IN-2013-32063,AC-106151,786,2013-09-21,2013-09-24,Second Class,Medium
US-2013-134026,CB-125353,930,2013-09-21,2013-09-24,Second Class,Medium
MX-2013-108868,CP-120853,460,2013-09-26,2013-09-28,Second Class,High
IN-2013-36193,TZ-214451,1332,2013-10-15,2013-10-20,Second Class,High
ES-2013-3394564,AH-100302,1376,2013-10-17,2013-10-22,Second Class,Medium
IN-2013-37754,DM-135251,1151,2013-11-05,2013-11-10,Second Class,Medium
BO-2013-8060,PJ-88352,732,2013-11-06,2013-11-08,Second Class,Critical
ES-2013-4541341,KS-163002,1377,2013-11-20,2013-11-22,Second Class,Critical
MO-2013-3740,SP-108601,1378,2013-11-28,2013-12-03,Second Class,Medium
IN-2013-14409,JM-152651,1379,2013-12-12,2013-12-14,Second Class,Medium
IN-2014-29256,KC-162551,1380,2014-01-03,2014-01-08,Second Class,Medium
ES-2014-1540287,AJ-107952,335,2014-01-09,2014-01-13,Second Class,Medium
ES-2014-4913372,BF-112752,489,2014-02-07,2014-02-11,Second Class,High
ES-2014-1872015,LC-169302,1381,2014-03-29,2014-04-02,Second Class,Medium
TO-2014-5740,BP-10951,1382,2014-05-28,2014-05-31,Second Class,Medium
ES-2014-2731678,MF-176652,344,2014-06-11,2014-06-15,Second Class,Medium
IV-2014-3490,BW-11101,1052,2014-06-16,2014-06-20,Second Class,Medium
IN-2014-25028,BS-113651,531,2014-06-16,2014-06-20,Second Class,Medium
ES-2014-4822929,TS-214302,1383,2014-06-25,2014-06-27,Second Class,Critical
ES-2014-5272251,AR-108252,677,2014-06-30,2014-07-05,Second Class,Medium
MX-2014-150119,SV-208153,580,2014-07-29,2014-07-31,Second Class,Critical
CA-2014-1010,DW-35852,1384,2014-08-06,2014-08-08,Second Class,High
IT-2014-2542510,ME-180102,362,2014-08-06,2014-08-08,Second Class,Medium
MX-2014-154704,JB-154003,398,2014-08-06,2014-08-09,Second Class,Medium
MX-2014-156916,SW-207553,507,2014-08-08,2014-08-10,Second Class,Critical
MX-2014-124135,MC-175903,460,2014-08-23,2014-08-26,Second Class,Medium
ES-2014-4660203,SM-209502,1385,2014-09-01,2014-09-04,Second Class,Medium
MX-2014-161228,SG-208903,1386,2014-09-03,2014-09-06,Second Class,Medium
IT-2014-5595800,JW-152202,1387,2014-09-09,2014-09-11,Second Class,Critical
ES-2014-1472763,DK-132252,1388,2014-09-12,2014-09-16,Second Class,Medium
ES-2014-1601908,TH-211152,1389,2014-09-15,2014-09-20,Second Class,Medium
ES-2014-3240614,BB-109902,1390,2014-09-16,2014-09-20,Second Class,High
MX-2014-162957,MH-176203,1344,2014-09-18,2014-09-20,Second Class,High
ES-2014-1016961,JC-161052,403,2014-09-19,2014-09-21,Second Class,High
IN-2014-83310,PJ-188351,640,2014-09-19,2014-09-24,Second Class,Medium
ES-2014-4401973,BT-113952,910,2014-09-25,2014-09-30,Second Class,Medium
IN-2014-16439,JD-158951,1391,2014-10-11,2014-10-13,Second Class,High
IN-2014-86663,GK-146201,534,2014-10-17,2014-10-20,Second Class,Medium
AG-2014-2230,DK-32251,1392,2014-10-27,2014-10-31,Second Class,Medium
IN-2014-12253,TS-212051,1022,2014-10-29,2014-11-02,Second Class,High
MX-2014-112018,AJ-107803,388,2014-10-31,2014-11-02,Second Class,Medium
IN-2014-50151,CS-121751,1124,2014-11-01,2014-11-03,Second Class,Critical
ES-2014-3744244,TS-212052,1246,2014-11-01,2014-11-03,Second Class,Critical
ES-2014-3405973,GH-144852,369,2014-11-10,2014-11-14,Second Class,Medium
IR-2014-4840,BS-13652,651,2014-11-24,2014-11-29,Second Class,High
ES-2014-2445609,NS-186402,991,2014-11-25,2014-11-28,Second Class,High
MX-2014-120810,BM-115753,776,2014-11-27,2014-11-29,Second Class,Medium
IN-2014-62023,FA-142301,542,2014-12-09,2014-12-13,Second Class,Medium
MX-2014-159989,EH-137653,1393,2014-12-10,2014-12-13,Second Class,High
MX-2014-142076,CJ-118753,408,2014-12-18,2014-12-22,Second Class,High
MX-2011-116393,LT-167653,388,2011-01-23,2011-01-23,Same Day,Medium
MX-2011-161480,CS-119503,1394,2011-02-24,2011-02-24,Same Day,Medium
AG-2011-8180,RO-97801,770,2011-02-25,2011-02-25,Same Day,Critical
IN-2011-64046,PF-191201,873,2011-03-16,2011-03-16,Same Day,Critical
MX-2011-167066,LP-170953,462,2011-04-04,2011-04-04,Same Day,Critical
MX-2011-124233,JB-160003,1395,2011-04-06,2011-04-06,Same Day,Medium
IN-2011-44593,LR-169151,480,2011-04-14,2011-04-14,Same Day,Medium
MX-2011-140809,BD-115003,967,2011-05-13,2011-05-13,Same Day,Medium
RW-2011-3040,MD-73501,1169,2011-05-31,2011-05-31,Same Day,Medium
IN-2011-75218,AH-104651,1396,2011-05-31,2011-05-31,Same Day,Medium
MX-2011-128356,NR-185503,414,2011-06-27,2011-06-27,Same Day,Critical
ES-2011-5340910,PS-187602,465,2011-08-21,2011-08-21,Same Day,Critical
ES-2011-2021080,CK-122052,1397,2011-09-20,2011-09-20,Same Day,Critical
ES-2011-1878479,GA-145152,1398,2011-10-11,2011-10-11,Same Day,Medium
MX-2011-169271,SC-200203,1399,2011-11-02,2011-11-02,Same Day,Medium
IN-2011-32371,JW-159551,1400,2011-11-22,2011-11-22,Same Day,Critical
IN-2011-60196,PG-188951,1188,2011-11-30,2011-11-30,Same Day,Critical
ES-2012-5053352,JM-158652,1401,2012-02-08,2012-02-08,Same Day,Critical
IN-2012-44810,BP-112301,1076,2012-02-25,2012-02-25,Same Day,Critical
IN-2012-33512,AR-105101,496,2012-03-06,2012-03-06,Same Day,Critical
IN-2012-28668,LC-168851,514,2012-04-27,2012-04-27,Same Day,Medium
MX-2012-155285,LH-170203,1402,2012-04-30,2012-04-30,Same Day,Medium
ES-2012-1199538,SP-209202,1403,2012-05-09,2012-05-09,Same Day,Medium
IN-2012-21339,LL-168401,1404,2012-05-10,2012-05-10,Same Day,Medium
MX-2012-132549,DL-133303,1405,2012-05-11,2012-05-11,Same Day,Critical
ES-2012-5985650,RK-193002,1246,2012-05-23,2012-05-23,Same Day,Critical
IV-2012-3380,JK-57301,1406,2012-06-13,2012-06-13,Same Day,Medium
UP-2012-3020,BE-14102,1407,2012-06-15,2012-06-15,Same Day,Medium
MX-2012-141936,MO-175003,1408,2012-06-17,2012-06-17,Same Day,Medium
MX-2012-124765,AP-109153,1409,2012-06-18,2012-06-18,Same Day,Critical
ID-2012-56612,BW-112001,1410,2012-06-22,2012-06-22,Same Day,Medium
ES-2012-4192199,MC-172752,1411,2012-06-26,2012-06-26,Same Day,Critical
ES-2012-5600285,BD-116202,387,2012-09-04,2012-09-04,Same Day,Medium
IT-2012-2308326,SJ-205002,1412,2012-09-28,2012-09-28,Same Day,Medium
MX-2012-137659,ST-205303,632,2012-11-03,2012-11-03,Same Day,Medium
LE-2013-5910,CC-26702,1413,2013-01-09,2013-01-09,Same Day,Critical
ES-2013-3706388,TG-216402,387,2013-01-14,2013-01-14,Same Day,Medium
MX-2013-168739,EM-140653,863,2013-03-04,2013-03-04,Same Day,Medium
MX-2013-117499,BO-114253,1414,2013-03-18,2013-03-18,Same Day,Critical
ES-2013-2748612,AG-109002,1415,2013-04-03,2013-04-03,Same Day,Medium
IZ-2013-9470,JH-61803,538,2013-04-12,2013-04-12,Same Day,Medium
IT-2013-3395178,MM-180552,403,2013-06-05,2013-06-05,Same Day,Critical
ES-2013-5254576,TB-212802,1416,2013-06-26,2013-06-26,Same Day,Critical
IT-2013-4180226,MS-178302,345,2013-06-28,2013-06-28,Same Day,Critical
KE-2013-5450,RB-93601,764,2013-07-19,2013-07-19,Same Day,Critical
ES-2013-2527425,FH-143502,413,2013-09-20,2013-09-21,Same Day,Critical
ES-2013-3947822,HG-150252,1415,2013-09-30,2013-09-30,Same Day,Medium
MX-2013-115203,MH-174553,463,2013-11-01,2013-11-01,Same Day,Critical
PL-2013-5330,BD-13202,453,2013-11-13,2013-11-13,Same Day,Medium
ES-2013-4065837,JH-161802,1417,2013-11-21,2013-11-21,Same Day,Medium
ES-2013-1667528,LB-167352,1418,2013-12-03,2013-12-03,Same Day,Critical
IN-2013-26029,KH-165101,1050,2013-12-20,2013-12-20,Same Day,Medium
BK-2014-2410,PG-88202,1419,2014-02-12,2014-02-12,Same Day,Medium
MX-2014-100328,DC-128503,930,2014-03-06,2014-03-06,Same Day,Critical
IT-2014-3675672,AB-100152,1420,2014-03-11,2014-03-11,Same Day,Medium
ES-2014-4393845,ST-205302,438,2014-03-18,2014-03-18,Same Day,Critical
ES-2014-4303897,JB-160002,1421,2014-05-07,2014-05-07,Same Day,Critical
MX-2014-132871,IL-151003,589,2014-05-23,2014-05-23,Same Day,Critical
CM-2014-8250,JS-60301,493,2014-05-27,2014-05-27,Same Day,Critical
SA-2014-6550,RE-94502,1422,2014-06-13,2014-06-13,Same Day,Medium
MX-2014-129238,NP-187003,1423,2014-06-21,2014-06-21,Same Day,Critical
IN-2014-52384,DO-134351,531,2014-06-29,2014-06-30,Same Day,Medium
ES-2014-3492406,PF-191202,1424,2014-07-21,2014-07-21,Same Day,Medium
MX-2014-135279,CL-125653,690,2014-08-29,2014-08-29,Same Day,Medium
ES-2014-2591706,SJ-202152,387,2014-09-22,2014-09-22,Same Day,Critical
CA-2014-560,SW-102752,1425,2014-10-08,2014-10-08,Same Day,Medium
MX-2014-156293,JR-157003,968,2014-10-13,2014-10-13,Same Day,Medium
MX-2014-162180,NG-184303,575,2014-10-21,2014-10-21,Same Day,Critical
MX-2014-113656,NM-185203,638,2014-11-15,2014-11-15,Same Day,Medium
KE-2014-8570,ES-40201,757,2014-12-03,2014-12-03,Same Day,Critical
ID-2014-67602,AS-102401,778,2014-12-10,2014-12-10,Same Day,Medium
ES-2014-2572542,NF-183852,1426,2014-12-24,2014-12-24,Same Day,Medium
MX-2011-135629,DD-135703,1226,2011-01-07,2011-01-07,Same Day,High
ES-2011-2566881,FO-143052,1427,2011-08-21,2011-08-21,Same Day,High
EG-2011-1960,RB-93601,1428,2011-08-29,2011-08-30,Same Day,High
RS-2011-7040,JK-57302,1429,2011-08-30,2011-08-30,Same Day,High
MX-2011-167920,TS-216103,592,2011-09-19,2011-09-19,Same Day,High
MX-2011-122735,CV-122953,495,2011-10-18,2011-10-18,Same Day,High
IN-2011-47701,MV-174851,542,2011-11-01,2011-11-01,Same Day,High
IN-2011-72502,DB-130601,1430,2011-11-07,2011-11-07,Same Day,High
IN-2011-31398,JD-160601,617,2011-12-02,2011-12-02,Same Day,High
ES-2011-4479011,BT-116802,1114,2011-12-06,2011-12-06,Same Day,High
AG-2012-5400,RB-95701,770,2012-01-05,2012-01-05,Same Day,High
IZ-2012-1210,JS-58802,538,2012-03-13,2012-03-13,Same Day,High
ES-2012-3231769,ML-182652,1142,2012-03-26,2012-03-26,Same Day,High
ES-2012-5757351,AW-108402,551,2012-04-04,2012-04-04,Same Day,High
MX-2012-104276,MW-182203,1431,2012-04-20,2012-04-20,Same Day,High
MX-2012-161452,PB-191503,1432,2012-05-16,2012-05-16,Same Day,High
ES-2012-4071187,TD-209952,1433,2012-05-18,2012-05-18,Same Day,High
CG-2012-4890,JH-54301,599,2012-05-26,2012-05-26,Same Day,High
ES-2012-2510515,LH-171552,1434,2012-06-19,2012-06-19,Same Day,High
ES-2012-5436698,ML-174102,1435,2012-06-23,2012-06-23,Same Day,High
ES-2012-5575159,NG-184302,362,2012-07-13,2012-07-13,Same Day,High
ES-2012-3800712,LL-168402,1436,2012-07-18,2012-07-18,Same Day,High
IN-2012-77416,CK-122051,617,2012-09-07,2012-09-07,Same Day,High
MX-2012-136910,LT-171103,1437,2012-09-14,2012-09-14,Same Day,High
ES-2012-5677397,JC-153402,1438,2012-09-17,2012-09-17,Same Day,High
ES-2012-5912233,PJ-190152,1439,2012-09-19,2012-09-19,Same Day,High
MX-2012-118647,AF-108703,924,2012-09-19,2012-09-19,Same Day,High
ES-2012-5788738,SE-201102,1440,2012-09-21,2012-09-21,Same Day,High
IN-2012-52314,TB-210551,1441,2012-10-18,2012-10-19,Same Day,High
ES-2012-2651446,MC-172752,335,2012-10-18,2012-10-19,Same Day,High
IN-2012-29522,CC-124751,1442,2012-10-25,2012-10-25,Same Day,High
ES-2012-1907253,JL-158502,882,2012-11-29,2012-11-29,Same Day,High
MX-2012-148320,KW-165703,1232,2012-11-30,2012-11-30,Same Day,High
IT-2012-5122607,ES-140202,828,2012-12-03,2012-12-03,Same Day,High
SA-2012-4180,SV-103652,657,2012-12-08,2012-12-08,Same Day,High
CA-2013-9550,NW-84002,685,2013-02-22,2013-02-22,Same Day,High
IN-2013-25532,CC-123701,1443,2013-03-12,2013-03-12,Same Day,High
MX-2013-141691,JF-154903,1029,2013-05-03,2013-05-03,Same Day,High
MX-2013-147879,AB-101503,1319,2013-06-24,2013-06-24,Same Day,High
ES-2013-3058408,SC-200202,674,2013-06-25,2013-06-25,Same Day,High
MX-2013-130785,JL-155053,386,2013-07-17,2013-07-17,Same Day,High
